                                                                           show_trgm                                                                            |                                                                                    show_trgm                                                                                     | similarity |                         address                         |                       address                        
 {27,alsey,ewark,h#,halse,halse!,n#,newar,newar!,s#,stree,stree!,treet}                                                                                         | {114,alsey,ewark,h#,halse,halse!,n#,newar,newar!,s#,stree,stree!,treet}                                                                                                          |   0.923077 | 27 Halsey Street Newark                                 | 114 Halsey Street Newark
 {2801,acram,ament,apito,ave,c#,capit,capit!,crame,mento,pitol,ramen,s#,sacra,sacra!}                                                                           | {100,acram,ament,apito,c#,capit,capit!,crame,mall,mento,pitol,ramen,s#,sacra,sacra!}                                                                                             |   0.866667 | 2801 Capitol Ave Sacramento                             | 100 Capitol Mall Sacramento
 {2nd,83,emphi,m#,memph,memph!,mphis,s#,south,south!,stree,stree!,treet}                                                                                        | {145,emphi,m#,main,memph,memph!,mphis,s#,south,south!,stree,stree!,treet}                                                                                                        |   0.846154 | 83 South 2nd Street Memphis                             | 145 South Main Street Memphis
 {3001,amino,c#,camin,camin!,city,dwood,edwoo,el,r#,real,redwo,redwo!}                                                                                          | {1001,amino,c#,camin,camin!,city,dwood,edwoo,el,r#,real,redwo,redwo!}                                                                                                            |   0.923077 | 3001 El Camino Real Redwood City                        | 1001 El Camino Real Redwood City
 {3009,a#,albuq,albuq!,ave,buque,c#,centr,centr!,entra,erque,heast,lbuqu,n#,north,north!,ntral,orthe,querq,rthea,theas,uerqu,uquer}                             | {1405,a#,albuq,albuq!,avenu,avenu!,buque,c#,centr,centr!,entra,erque,heast,lbuqu,n#,north,north!,ntral,orthe,querq,rthea,theas,uerqu,uquer,venue}                                |       0.84 | 3009 Central Ave Northeast Albuquerque                  | 1405 Central Avenue Northeast Albuquerque
 {3011,h#,houst,houst!,ousto,s#,smith,smith!,stree,stree!,treet,uston}                                                                                          | {1160,h#,houst,houst!,ousto,s#,smith,smith!,stree,stree!,treet,uston}                                                                                                            |   0.916667 | 3011 Smith Street Houston                               | 1160 Smith Street Houston
 {321,a#,aheim,anahe,anahe!,atell,avenu,avenu!,k#,katel,katel!,nahei,tella,venue,west}                                                                          | {1100,a#,aheim,anahe,anahe!,atell,avenu,avenu!,k#,katel,katel!,nahei,tella,venue,west}                                                                                           |   0.933333 | 321 West Katella Avenue Anaheim                         | 1100 West Katella Avenue Anaheim
 {321,a#,aheim,anahe,anahe!,atell,avenu,avenu!,k#,katel,katel!,nahei,tella,venue,west}                                                                          | {1105,a#,aheim,anahe,anahe!,atell,avenu,avenu!,east,k#,katel,katel!,nahei,tella,venue}                                                                                           |   0.866667 | 321 West Katella Avenue Anaheim                         | 1105 East Katella Avenue Anaheim
 {3300,h#,houst,houst!,ousto,s#,smith,smith!,stree,stree!,treet,uston}                                                                                          | {1160,h#,houst,houst!,ousto,s#,smith,smith!,stree,stree!,treet,uston}                                                                                                            |   0.916667 | 3300 Smith Street Houston                               | 1160 Smith Street Houston
 {34,94,attle,eattl,pike,s#,seatt,seatt!,stree,stree!,treet}                                                                                                    | {1100,attle,eattl,pike,s#,seatt,seatt!,stree,stree!,treet}                                                                                                                       |   0.818182 | 94 Pike Street # 34 Seattle                             | 1100 Pike Street Seattle
 {35,anapo,apoli,diana,i#,ianap,illin,illin!,india,india!,inois,linoi,llino,n#,napol,ndian,north,north!,polis,st}                                               | {10,anapo,apoli,diana,i#,ianap,illin,illin!,india,india!,inois,linoi,llino,n#,napol,ndian,north,north!,polis,s#,stree,stree!,treet}                                              |   0.782609 | 35 North Illinois St. Indianapolis                      | 10 North Illinois Street Indianapolis
 {35,anapo,apoli,diana,i#,ianap,illin,illin!,india,india!,inois,linoi,llino,n#,napol,ndian,north,north!,polis,st}                                               | {110,anapo,apoli,diana,i#,ianap,illin,illin!,india,india!,inois,linoi,llino,n#,napol,ndian,north,north!,polis,s#,stree,stree!,treet}                                             |   0.782609 | 35 North Illinois St. Indianapolis                      | 110 North Illinois Street Indianapolis
 {389,a#,avenu,avenu!,east,f#,fresn,fresn!,resno,shaw,venue}                                                                                                    | {1460,a#,avenu,avenu!,e,f#,fresn,fresn!,resno,shaw,venue}                                                                                                                        |   0.818182 | 389 East Shaw Avenue Fresno                             | 1460 E Shaw Avenue Fresno
 {389,a#,avenu,avenu!,east,f#,fresn,fresn!,resno,shaw,venue}                                                                                                    | {1610,a#,avenu,avenu!,east,f#,fresn,fresn!,resno,shaw,venue}                                                                                                                     |   0.909091 | 389 East Shaw Avenue Fresno                             | 1610 East Shaw Avenue Fresno
 {400,aissa,c#,cente,cente!,d#,detro,detro!,enais,enter,etroi,issan,naiss,r#,renai,renai!,sance,ssanc,troit}                                                    | {100,aissa,c#,cente,cente!,d#,detro,detro!,enais,enter,etroi,issan,naiss,r#,renai,renai!,sance,ssanc,troit}                                                                      |   0.947368 | 400 Renaissance Center Detroit                          | 100 Renaissance Center Detroit
 {401,4th,isvil,l#,louis,louis!,ouisv,s#,south,south!,stree,stree!,svill,treet,uisvi,ville}                                                                     | {140,4th,isvil,l#,louis,louis!,n#,north,north!,ouisv,s#,stree,stree!,svill,treet,uisvi,ville}                                                                                    |   0.764706 | 401 South 4th Street Louisville                         | 140 North 4th Street Louisville
 {401,4th,isvil,l#,louis,louis!,ouisv,s#,south,south!,stree,stree!,svill,treet,uisvi,ville}                                                                     | {140,4th,isvil,l#,louis,louis!,n#,north,north!,ouisv,s#,stree,stree!,svill,treet,uisvi,ville}                                                                                    |   0.764706 | 401 South 4th Street Louisville                         | 140 North 4th Street Louisville
 {401,4th,isvil,l#,louis,louis!,ouisv,s#,south,south!,stree,stree!,svill,treet,uisvi,ville}                                                                     | {150,5th,isvil,l#,louis,louis!,ouisv,s#,south,south!,stree,stree!,svill,treet,uisvi,ville}                                                                                       |      0.875 | 401 South 4th Street Louisville                         | 150 South 5th Street Louisville
 {417,5th,a#,ancho,ancho!,ave,chora,horag,nchor,orage,west}                                                                                                     | {1028,5th,a#,ancho,ancho!,ave,chora,e,horag,nchor,orage}                                                                                                                         |   0.818182 | 417 West 5th Ave Anchorage                              | 1028 E 5th Ave # E Anchorage
 {435,arlot,c#,charl,charl!,harlo,lotte,rlott,s#,south,south!,st,t#,tryon,tryon!}                                                                               | {139,arlot,c#,charl,charl!,harlo,lotte,rlott,s#,south,south!,stree,stree!,t#,treet,tryon,tryon!}                                                                                 |   0.764706 | 435 South Tryon St. Charlotte                           | 139 South Tryon Street Charlotte
 {442,g#,granb,granb!,n#,norfo,norfo!,orfol,ranby,rfolk,s#,stree,stree!,treet}                                                                                  | {124,g#,granb,granb!,n#,norfo,norfo!,orfol,ranby,rfolk,s#,stree,stree!,treet}                                                                                                    |   0.928571 | 442 Granby Street Norfolk                               | 124 Granby Street Norfolk
 {4511,a#,allas,avenu,avenu!,ckinn,d#,dalla,dalla!,inney,kinne,m#,mckin,mckin!,venue}                                                                           | {1601,a#,allas,avenu,avenu!,ckinn,d#,dalla,dalla!,inney,kinne,m#,mckin,mckin!,venue}                                                                                             |   0.933333 | 4511 McKinney Avenue Dallas                             | 1601 McKinney Avenue Dallas
 {4544,a#,allas,avenu,avenu!,ckinn,d#,dalla,dalla!,inney,kinne,m#,mckin,mckin!,venue}                                                                           | {1601,a#,allas,avenu,avenu!,ckinn,d#,dalla,dalla!,inney,kinne,m#,mckin,mckin!,venue}                                                                                             |   0.933333 | 4544 McKinney Avenue Dallas                             | 1601 McKinney Avenue Dallas
 {456,a#,akron,akron!,chang,e#,east,excha,excha!,hange,s#,stree,stree!,treet,xchan}                                                                             | {1666,a#,akron,akron!,chang,e#,excha,excha!,hange,s#,stree,stree!,treet,west,xchan}                                                                                              |   0.866667 | 456 East Exchange Street Akron                          | 1666 West Exchange Street Akron
 {477,ave,b#,buffa,buffa!,e#,elmwo,elmwo!,ffalo,lmwoo,mwood,uffal}                                                                                              | {1116,a,ave,b#,buffa,buffa!,e#,elmwo,elmwo!,ffalo,lmwoo,mwood,uffal}                                                                                                             |   0.846154 | 477 Elmwood Ave Buffalo                                 | 1116 Elmwood Ave # A Buffalo
 {4814,b#,boule,boule!,d#,dubli,dubli!,evard,levar,oulev,ublin,uleva}                                                                                           | {1#,11891,11891!,b#,boule,boule!,d#,dubli,dubli!,evard,levar,oulev,ublin,uleva}                                                                                                  |   0.785714 | 4814 Dublin Boulevard Dublin                            | 11891 Dublin Boulevard Dublin
 {4th,819,afael,r#,rafae,rafae!,san,st}                                                                                                                         | {1301,4th,afael,r#,rafae,rafae!,san,st}                                                                                                                                          |      0.875 | 819 4th St. San Rafael                                  | 1301 4th St San Rafael
 {4th,857,afael,r#,rafae,rafae!,san,st}                                                                                                                         | {1301,4th,afael,r#,rafae,rafae!,san,st}                                                                                                                                          |      0.875 | 857 4th St. San Rafael                                  | 1301 4th St San Rafael
 {50,anapo,apoli,ashin,diana,hingt,i#,ianap,india,india!,ingto,napol,ndian,ngton,polis,shing,st,w#,washi,washi!,west}                                           | {10,anapo,apoli,ashin,diana,hingt,i#,ianap,india,india!,ingto,napol,ndian,ngton,polis,s#,shing,stree,stree!,treet,w#,washi,washi!,west}                                          |   0.791667 | 50 West Washington St. Indianapolis                     | 10 West Washington Street Indianapolis
 {50,anapo,apoli,ashin,diana,hingt,i#,ianap,india,india!,ingto,napol,ndian,ngton,polis,shing,st,w#,washi,washi!,west}                                           | {100,117,anapo,apoli,ashin,diana,east,hingt,i#,ianap,india,india!,ingto,napol,ndian,ngton,polis,shing,st,w#,washi,washi!}                                                        |   0.863636 | 50 West Washington St. Indianapolis                     | 117 East Washington St # 100 Indianapolis
 {505,a#,avenu,avenu!,incol,l#,linco,linco!,napa,ncoln,venue}                                                                                                   | {1010,a#,avenu,avenu!,incol,l#,linco,linco!,napa,ncoln,venue}                                                                                                                    |   0.909091 | 505 Lincoln Avenue Napa                                 | 1010 Lincoln Avenue Napa
 {540,emphi,m#,main,memph,memph!,mphis,s#,south,south!,stree,stree!,treet}                                                                                      | {145,emphi,m#,main,memph,memph!,mphis,s#,south,south!,stree,stree!,treet}                                                                                                        |   0.923077 | 540 South Main Street Memphis                           | 145 South Main Street Memphis
 {5600,a#,ahoma,avenu,avenu!,city,ennsy,klaho,lahom,lvani,n,nnsyl,nsylv,o#,oklah,oklah!,p#,penns,penns!,sylva,vania,venue,ylvan}                                | {1201,a#,ahoma,avenu,avenu!,city,ennsy,klaho,lahom,lvani,n#,nnsyl,north,north!,nsylv,o#,oklah,oklah!,p#,penns,penns!,sylva,vania,venue,ylvan}                                    |       0.84 | 5600 N Pennsylvania Avenue Oklahoma City                | 1201 North Pennsylvania Avenue Oklahoma City
 {5th,620,rosa,s#,santa,santa!,stree,stree!,treet}                                                                                                              | {1055,4th,rosa,s#,santa,santa!,stree,stree!,treet}                                                                                                                               |   0.777778 | 620 5th Street Santa Rosa                               | 1055 4th Street Santa Rosa
 {5th,620,rosa,s#,santa,santa!,stree,stree!,treet}                                                                                                              | {112,4th,rosa,s#,santa,santa!,stree,stree!,treet}                                                                                                                                |   0.777778 | 620 5th Street Santa Rosa                               | 112 4th Street Santa Rosa
 {5th,642,a#,ancho,ancho!,ave,chora,east,horag,nchor,orage}                                                                                                     | {1028,5th,a#,ancho,ancho!,ave,chora,e,horag,nchor,orage}                                                                                                                         |   0.818182 | 642 East 5th Ave Anchorage                              | 1028 E 5th Ave # E Anchorage
 {600,adiso,amson,dison,iamso,illia,liams,lliam,m,m#,madis,madis!,s#,stree,stree!,treet,w#,willi,willi!}                                                        | {1201,adiso,amson,dison,iamso,illia,liams,lliam,m#,madis,madis!,s#,stree,stree!,treet,w#,willi,willi!}                                                                           |   0.894737 | 600 Williamson Street # M Madison                       | 1201 Williamson Street Madison
 {643,b#,buffa,buffa!,ffalo,main,s#,stree,stree!,treet,uffal}                                                                                                   | {1047,b#,buffa,buffa!,ffalo,main,s#,stree,stree!,treet,uffal}                                                                                                                    |   0.909091 | 643 Main Street Buffalo                                 | 1047 Main Street Buffalo
 {728,aukee,b#,brady,brady!,east,ilwau,lwauk,m#,milwa,milwa!,st,wauke}                                                                                          | {1205,aukee,b#,brady,brady!,e,ilwau,lwauk,m#,milwa,milwa!,st,wauke}                                                                                                              |   0.846154 | 728 East Brady St. Milwaukee                            | 1205 E Brady St Milwaukee
 {814,altim,b#,balti,balti!,bond,imore,ltimo,s,s#,stree,stree!,timor,treet}                                                                                     | {1002,36th,altim,b#,balti,balti!,imore,ltimo,s#,stree,stree!,timor,treet,west}                                                                                                   |   0.785714 | 814 S Bond Street Baltimore                             | 1002 West 36th Street Baltimore
 {825,amino,c#,camin,camin!,city,dwood,edwoo,el,r#,real,redwo,redwo!}                                                                                           | {1001,amino,c#,camin,camin!,city,dwood,edwoo,el,r#,real,redwo,redwo!}                                                                                                            |   0.923077 | 825 El Camino Real Redwood City                         | 1001 El Camino Real Redwood City
 {885,city,ddlef,dlefi,dwood,edwoo,efiel,field,iddle,lefie,m#,middl,middl!,r#,rd,redwo,redwo!}                                                                  | {1041,city,ddlef,dlefi,dwood,edwoo,efiel,field,iddle,lefie,m#,middl,middl!,r#,redwo,redwo!,road}                                                                                 |   0.882353 | 885 Middlefield Rd Redwood City                         | 1041 Middlefield Road Redwood City
 {885,city,ddlef,dlefi,dwood,edwoo,efiel,field,iddle,lefie,m#,middl,middl!,r#,rd,redwo,redwo!}                                                                  | {1099,city,ddlef,dlefi,dwood,edwoo,efiel,field,iddle,lefie,m#,middl,middl!,r#,redwo,redwo!,road}                                                                                 |   0.882353 | 885 Middlefield Rd Redwood City                         | 1099 Middlefield Road Redwood City
 {901,ave,h#,howar,howar!,oward,s#,south,south!,t#,tampa,tampa!}                                                                                                | {1502,ave,h#,howar,howar!,oward,s#,south,south!,t#,tampa,tampa!}                                                                                                                 |   0.916667 | 901 South Howard Ave Tampa                              | 1502 South Howard Ave. Tampa
 {931,aukee,ave,consi,east,ilwau,iscon,lwauk,m#,milwa,milwa!,onsin,scons,w#,wauke,wisco,wisco!}                                                                 | {1,100,aukee,ave,consi,e,ilwau,iscon,lwauk,m#,milwa,milwa!,onsin,scons,w#,wauke,wisco,wisco!}                                                                                    |   0.833333 | 931 East Wisconsin Ave Milwaukee                        | 100 E Wisconsin Ave # 1 Milwaukee
(288 rows)

